"Density","Energy","Mach","Momentum:0","Momentum:1","Momentum:2","Pressure","Pressure_Coefficient","Temperature","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1.2491,2.9279e+05,0.66928,285.51,7.4964e-08,0,1.0406e+05,0.079541,290.22,1,0,0,0.3,0
1.2491,2.9279e+05,0.66928,285.51,0.0085308,0,1.0406e+05,0.079541,290.22,1,0.003,0.003,0.3,0
1.2491,2.9279e+05,0.66928,285.51,0.017062,0,1.0406e+05,0.079541,290.22,1,0.006,0.006,0.3,0
1.2491,2.9279e+05,0.66928,285.51,0.025596,0,1.0406e+05,0.079543,290.22,1,0.009,0.009,0.3,0
1.2491,2.9279e+05,0.66928,285.51,0.034132,0,1.0406e+05,0.079545,290.22,1,0.012,0.012,0.3,0
1.2491,2.9279e+05,0.66928,285.51,0.042678,0,1.0406e+05,0.079548,290.22,1,0.015,0.015,0.3,0
1.2491,2.9279e+05,0.66928,285.51,0.051226,0,1.0406e+05,0.079552,290.22,1,0.018,0.018,0.3,0
1.2491,2.9279e+05,0.66928,285.51,0.059789,0,1.0406e+05,0.079556,290.22,1,0.021,0.021,0.3,0
1.2491,2.9279e+05,0.66927,285.51,0.068356,0,1.0406e+05,0.079561,290.22,1,0.024,0.024,0.3,0
1.2491,2.9279e+05,0.66927,285.51,0.076942,0,1.0406e+05,0.079567,290.22,1,0.027,0.027,0.3,0
1.2491,2.9279e+05,0.66927,285.51,0.085534,0,1.0406e+05,0.079573,290.22,1,0.03,0.03,0.3,0
1.2491,2.9279e+05,0.66927,285.51,0.094147,0,1.0407e+05,0.07958,290.22,1,0.033,0.033,0.3,0
1.2491,2.9279e+05,0.66926,285.51,0.10277,0,1.0407e+05,0.079587,290.22,1,0.036,0.036,0.3,0
1.2491,2.9279e+05,0.66926,285.51,0.11142,0,1.0407e+05,0.079596,290.23,1,0.039,0.039,0.3,0
1.2491,2.9279e+05,0.66926,285.5,0.12008,0,1.0407e+05,0.079605,290.23,1,0.042,0.042,0.3,0
1.2491,2.9279e+05,0.66925,285.5,0.12876,0,1.0407e+05,0.079614,290.23,1,0.045,0.045,0.3,0
1.2491,2.9279e+05,0.66925,285.5,0.13747,0,1.0407e+05,0.079625,290.23,1,0.048,0.048,0.3,0
1.2491,2.9279e+05,0.66925,285.5,0.1462,0,1.0407e+05,0.079636,290.23,1,0.051,0.051,0.3,0
1.2491,2.928e+05,0.66924,285.5,0.15496,0,1.0407e+05,0.079647,290.23,1,0.054,0.054,0.3,0
1.2491,2.928e+05,0.66924,285.5,0.16374,0,1.0407e+05,0.079659,290.23,1,0.057,0.057,0.3,0
1.2491,2.928e+05,0.66923,285.5,0.17255,0,1.0407e+05,0.079673,290.23,1,0.06,0.06,0.3,0
1.2491,2.928e+05,0.66923,285.5,0.18139,0,1.0407e+05,0.079686,290.23,1,0.063,0.063,0.3,0
1.2491,2.928e+05,0.66922,285.5,0.19026,0,1.0407e+05,0.079701,290.23,1,0.066,0.066,0.3,0
1.2492,2.928e+05,0.66921,285.5,0.19916,0,1.0407e+05,0.079715,290.23,1,0.069,0.069,0.3,0
1.2492,2.928e+05,0.66921,285.49,0.20811,0,1.0407e+05,0.079731,290.23,1,0.072,0.072,0.3,0
1.2492,2.928e+05,0.6692,285.49,0.21707,0,1.0407e+05,0.079747,290.23,1,0.075,0.075,0.3,0
1.2492,2.928e+05,0.6692,285.49,0.2261,0,1.0407e+05,0.079765,290.23,1,0.078,0.078,0.3,0
1.2492,2.928e+05,0.66919,285.49,0.23513,0,1.0407e+05,0.079782,290.23,1,0.081,0.081,0.3,0
1.2492,2.928e+05,0.66918,285.49,0.24424,0,1.0407e+05,0.079801,290.23,1,0.084,0.084,0.3,0
1.2492,2.9281e+05,0.66917,285.49,0.25336,0,1.0407e+05,0.07982,290.23,1,0.087,0.087,0.3,0
1.2492,2.9281e+05,0.66917,285.49,0.26256,0,1.0407e+05,0.07984,290.23,1,0.09,0.09,0.3,0
1.2492,2.9281e+05,0.66916,285.48,0.27176,0,1.0407e+05,0.07986,290.23,1,0.093,0.093,0.3,0
1.2492,2.9281e+05,0.66915,285.48,0.28105,0,1.0408e+05,0.079882,290.23,1,0.096,0.096,0.3,0
1.2492,2.9281e+05,0.66914,285.48,0.29035,0,1.0408e+05,0.079904,290.23,1,0.099,0.099,0.3,0
1.2492,2.9281e+05,0.66913,285.48,0.29975,0,1.0408e+05,0.079927,290.23,1,0.102,0.102,0.3,0
1.2492,2.9281e+05,0.66912,285.48,0.30915,0,1.0408e+05,0.07995,290.23,1,0.105,0.105,0.3,0
1.2492,2.9282e+05,0.66911,285.47,0.31864,0,1.0408e+05,0.079974,290.24,1,0.108,0.108,0.3,0
1.2492,2.9282e+05,0.6691,285.47,0.32816,0,1.0408e+05,0.079999,290.24,1,0.111,0.111,0.3,0
1.2492,2.9282e+05,0.66909,285.47,0.33776,0,1.0408e+05,0.080024,290.24,1,0.114,0.114,0.3,0
1.2493,2.9282e+05,0.66908,285.47,0.3474,0,1.0408e+05,0.080051,290.24,1,0.117,0.117,0.3,0
1.2493,2.9282e+05,0.66907,285.47,0.35712,0,1.0408e+05,0.080078,290.24,1,0.12,0.12,0.3,0
1.2493,2.9282e+05,0.66906,285.46,0.36688,0,1.0408e+05,0.080105,290.24,1,0.123,0.123,0.3,0
1.2493,2.9282e+05,0.66905,285.46,0.37672,0,1.0408e+05,0.080134,290.24,1,0.126,0.126,0.3,0
1.2493,2.9283e+05,0.66904,285.46,0.38662,0,1.0409e+05,0.080163,290.24,1,0.129,0.129,0.3,0
1.2493,2.9283e+05,0.66903,285.46,0.39659,0,1.0409e+05,0.080193,290.24,1,0.132,0.132,0.3,0
1.2493,2.9283e+05,0.66902,285.45,0.40662,0,1.0409e+05,0.080224,290.24,1,0.135,0.135,0.3,0
1.2493,2.9283e+05,0.66901,285.45,0.41673,0,1.0409e+05,0.080255,290.24,1,0.138,0.138,0.3,0
1.2493,2.9283e+05,0.66899,285.45,0.42691,0,1.0409e+05,0.080288,290.24,1,0.141,0.141,0.3,0
1.2493,2.9284e+05,0.66898,285.44,0.43716,0,1.0409e+05,0.080321,290.25,1,0.144,0.144,0.3,0
1.2493,2.9284e+05,0.66897,285.44,0.4475,0,1.0409e+05,0.080355,290.25,1,0.147,0.147,0.3,0
1.2494,2.9284e+05,0.66895,285.44,0.45789,0,1.0409e+05,0.080389,290.25,1,0.15,0.15,0.3,0
1.2494,2.9284e+05,0.66894,285.44,0.4684,0,1.0409e+05,0.080425,290.25,1,0.153,0.153,0.3,0
1.2494,2.9284e+05,0.66893,285.43,0.47895,0,1.041e+05,0.080461,290.25,1,0.156,0.156,0.3,0
1.2494,2.9285e+05,0.66891,285.43,0.48962,0,1.041e+05,0.080498,290.25,1,0.159,0.159,0.3,0
1.2494,2.9285e+05,0.6689,285.43,0.50033,0,1.041e+05,0.080535,290.25,1,0.162,0.162,0.3,0
1.2494,2.9285e+05,0.66888,285.42,0.51119,0,1.041e+05,0.080574,290.25,1,0.165,0.165,0.3,0
1.2494,2.9285e+05,0.66887,285.42,0.52207,0,1.041e+05,0.080613,290.25,1,0.168,0.168,0.3,0
1.2494,2.9286e+05,0.66885,285.42,0.53312,0,1.041e+05,0.080653,290.25,1,0.171,0.171,0.3,0
1.2494,2.9286e+05,0.66883,285.41,0.54418,0,1.041e+05,0.080694,290.26,1,0.174,0.174,0.3,0
1.2495,2.9286e+05,0.66882,285.41,0.55542,0,1.0411e+05,0.080736,290.26,1,0.177,0.177,0.3,0
1.2495,2.9286e+05,0.6688,285.41,0.56667,0,1.0411e+05,0.080778,290.26,1,0.18,0.18,0.3,0
1.2495,2.9287e+05,0.66879,285.4,0.57811,0,1.0411e+05,0.080822,290.26,1,0.183,0.183,0.3,0
1.2495,2.9287e+05,0.66877,285.4,0.58957,0,1.0411e+05,0.080866,290.26,1,0.186,0.186,0.3,0
1.2495,2.9287e+05,0.66875,285.39,0.60121,0,1.0411e+05,0.080912,290.26,1,0.189,0.189,0.3,0
1.2495,2.9287e+05,0.66873,285.39,0.61288,0,1.0411e+05,0.080957,290.26,1,0.192,0.192,0.3,0
1.2495,2.9288e+05,0.66871,285.39,0.62473,0,1.0411e+05,0.081004,290.26,1,0.195,0.195,0.3,0
1.2495,2.9288e+05,0.6687,285.38,0.63662,0,1.0412e+05,0.081052,290.27,1,0.198,0.198,0.3,0
1.2496,2.9288e+05,0.66868,285.38,0.64869,0,1.0412e+05,0.081101,290.27,1,0.201,0.201,0.3,0
1.2496,2.9289e+05,0.66866,285.37,0.66082,0,1.0412e+05,0.08115,290.27,1,0.204,0.204,0.3,0
1.2496,2.9289e+05,0.66864,285.37,0.67311,0,1.0412e+05,0.0812,290.27,1,0.207,0.207,0.3,0
1.2496,2.9289e+05,0.66862,285.37,0.68548,0,1.0412e+05,0.081251,290.27,1,0.21,0.21,0.3,0
1.2496,2.9289e+05,0.6686,285.36,0.698,0,1.0412e+05,0.081304,290.27,1,0.213,0.213,0.3,0
1.2496,2.929e+05,0.66858,285.36,0.71062,0,1.0413e+05,0.081357,290.27,1,0.216,0.216,0.3,0
1.2497,2.929e+05,0.66856,285.35,0.72339,0,1.0413e+05,0.08141,290.28,1,0.219,0.219,0.3,0
1.2497,2.929e+05,0.66854,285.35,0.73627,0,1.0413e+05,0.081465,290.28,1,0.222,0.222,0.3,0
1.2497,2.9291e+05,0.66851,285.34,0.74928,0,1.0413e+05,0.081521,290.28,1,0.225,0.225,0.3,0
1.2497,2.9291e+05,0.66849,285.34,0.76244,0,1.0413e+05,0.081578,290.28,1,0.228,0.228,0.3,0
1.2497,2.9291e+05,0.66847,285.33,0.77571,0,1.0414e+05,0.081635,290.28,1,0.231,0.231,0.3,0
1.2497,2.9292e+05,0.66845,285.33,0.78916,0,1.0414e+05,0.081694,290.28,1,0.234,0.234,0.3,0
1.2498,2.9292e+05,0.66842,285.32,0.80269,0,1.0414e+05,0.081753,290.28,1,0.237,0.237,0.3,0
1.2498,2.9293e+05,0.6684,285.32,0.81643,0,1.0414e+05,0.081814,290.29,1,0.24,0.24,0.3,0
1.2498,2.9293e+05,0.66838,285.31,0.83025,0,1.0414e+05,0.081875,290.29,1,0.243,0.243,0.3,0
1.2498,2.9293e+05,0.66835,285.31,0.84429,0,1.0415e+05,0.081938,290.29,1,0.246,0.246,0.3,0
1.2498,2.9294e+05,0.66833,285.3,0.85839,0,1.0415e+05,0.082001,290.29,1,0.249,0.249,0.3,0
1.2499,2.9294e+05,0.6683,285.3,0.87275,0,1.0415e+05,0.082066,290.29,1,0.252,0.252,0.3,0
1.2499,2.9294e+05,0.66828,285.29,0.88714,0,1.0415e+05,0.082131,290.3,1,0.255,0.255,0.3,0
1.2499,2.9295e+05,0.66825,285.29,0.90183,0,1.0416e+05,0.082198,290.3,1,0.258,0.258,0.3,0
1.2499,2.9295e+05,0.66822,285.28,0.91653,0,1.0416e+05,0.082265,290.3,1,0.261,0.261,0.3,0
1.2499,2.9296e+05,0.6682,285.27,0.93156,0,1.0416e+05,0.082334,290.3,1,0.264,0.264,0.3,0
1.25,2.9296e+05,0.66817,285.27,0.94659,0,1.0416e+05,0.082403,290.3,1,0.267,0.267,0.3,0
1.25,2.9296e+05,0.66814,285.26,0.96196,0,1.0417e+05,0.082474,290.3,1,0.27,0.27,0.3,0
1.25,2.9297e+05,0.66812,285.26,0.97734,0,1.0417e+05,0.082545,290.31,1,0.273,0.273,0.3,0
1.25,2.9297e+05,0.66809,285.25,0.99305,0,1.0417e+05,0.082618,290.31,1,0.276,0.276,0.3,0
1.25,2.9298e+05,0.66806,285.24,1.0088,0,1.0417e+05,0.082691,290.31,1,0.279,0.279,0.3,0
1.2501,2.9298e+05,0.66803,285.24,1.0249,0,1.0418e+05,0.082767,290.31,1,0.282,0.282,0.3,0
1.2501,2.9299e+05,0.668,285.23,1.041,0,1.0418e+05,0.082842,290.31,1,0.285,0.285,0.3,0
1.2501,2.9299e+05,0.66797,285.22,1.0574,0,1.0418e+05,0.082919,290.32,1,0.288,0.288,0.3,0
1.2501,2.93e+05,0.66794,285.22,1.0739,0,1.0418e+05,0.082997,290.32,1,0.291,0.291,0.3,0
1.2502,2.93e+05,0.66791,285.21,1.0907,0,1.0419e+05,0.083077,290.32,1,0.294,0.294,0.3,0
1.2502,2.9301e+05,0.66788,285.2,1.1076,0,1.0419e+05,0.083157,290.32,1,0.297,0.297,0.3,0
1.2502,2.9301e+05,0.66785,285.2,1.1248,0,1.0419e+05,0.083239,290.33,1,0.3,0.3,0.3,0
1.2502,2.9302e+05,0.66781,285.19,1.1422,0,1.042e+05,0.083321,290.33,1,0.303,0.303,0.3,0
1.2503,2.9302e+05,0.66778,285.18,1.1597,0,1.042e+05,0.083405,290.33,1,0.306,0.306,0.3,0
1.2503,2.9303e+05,0.66775,285.18,1.1775,0,1.042e+05,0.08349,290.33,1,0.309,0.309,0.3,0
1.2503,2.9303e+05,0.66772,285.17,1.1955,0,1.042e+05,0.083576,290.34,1,0.312,0.312,0.3,0
1.2503,2.9304e+05,0.66768,285.16,1.2137,0,1.0421e+05,0.083664,290.34,1,0.315,0.315,0.3,0
1.2504,2.9304e+05,0.66765,285.15,1.2321,0,1.0421e+05,0.083752,290.34,1,0.318,0.318,0.3,0
1.2504,2.9305e+05,0.66761,285.15,1.2508,0,1.0421e+05,0.083842,290.34,1,0.321,0.321,0.3,0
1.2504,2.9305e+05,0.66758,285.14,1.2697,0,1.0422e+05,0.083933,290.35,1,0.324,0.324,0.3,0
1.2504,2.9306e+05,0.66754,285.13,1.2888,0,1.0422e+05,0.084025,290.35,1,0.327,0.327,0.3,0
1.2505,2.9306e+05,0.6675,285.12,1.3081,0,1.0422e+05,0.084118,290.35,1,0.33,0.33,0.3,0
1.2505,2.9307e+05,0.66747,285.11,1.3278,0,1.0423e+05,0.084213,290.35,1,0.333,0.333,0.3,0
1.2505,2.9307e+05,0.66743,285.11,1.3476,0,1.0423e+05,0.084309,290.36,1,0.336,0.336,0.3,0
1.2505,2.9308e+05,0.66739,285.1,1.3677,0,1.0423e+05,0.084406,290.36,1,0.339,0.339,0.3,0
1.2506,2.9309e+05,0.66735,285.09,1.388,0,1.0424e+05,0.084504,290.36,1,0.342,0.342,0.3,0
1.2506,2.9309e+05,0.66732,285.08,1.4087,0,1.0424e+05,0.084605,290.36,1,0.345,0.345,0.3,0
1.2506,2.931e+05,0.66728,285.07,1.4294,0,1.0424e+05,0.084705,290.37,1,0.348,0.348,0.3,0
1.2507,2.931e+05,0.66724,285.06,1.4507,0,1.0425e+05,0.084808,290.37,1,0.351,0.351,0.3,0
1.2507,2.9311e+05,0.6672,285.05,1.4719,0,1.0425e+05,0.084911,290.37,1,0.354,0.354,0.3,0
1.2507,2.9312e+05,0.66716,285.05,1.4938,0,1.0425e+05,0.085017,290.38,1,0.357,0.357,0.3,0
1.2508,2.9312e+05,0.66711,285.04,1.5156,0,1.0426e+05,0.085123,290.38,1,0.36,0.36,0.3,0
1.2508,2.9313e+05,0.66707,285.03,1.5379,0,1.0426e+05,0.085231,290.38,1,0.363,0.363,0.3,0
1.2508,2.9314e+05,0.66703,285.02,1.5604,0,1.0427e+05,0.08534,290.38,1,0.366,0.366,0.3,0
1.2509,2.9314e+05,0.66699,285.01,1.5833,0,1.0427e+05,0.085451,290.39,1,0.369,0.369,0.3,0
1.2509,2.9315e+05,0.66694,285,1.6063,0,1.0427e+05,0.085562,290.39,1,0.372,0.372,0.3,0
1.2509,2.9316e+05,0.6669,284.99,1.6298,0,1.0428e+05,0.085676,290.39,1,0.375,0.375,0.3,0
1.251,2.9316e+05,0.66686,284.98,1.6534,0,1.0428e+05,0.08579,290.4,1,0.378,0.378,0.3,0
1.251,2.9317e+05,0.66681,284.97,1.6775,0,1.0428e+05,0.085906,290.4,1,0.381,0.381,0.3,0
1.251,2.9318e+05,0.66676,284.96,1.7018,0,1.0429e+05,0.086024,290.4,1,0.384,0.384,0.3,0
1.2511,2.9318e+05,0.66672,284.95,1.7265,0,1.0429e+05,0.086143,290.41,1,0.387,0.387,0.3,0
1.2511,2.9319e+05,0.66667,284.94,1.7515,0,1.043e+05,0.086263,290.41,1,0.39,0.39,0.3,0
1.2511,2.932e+05,0.66662,284.93,1.7768,0,1.043e+05,0.086385,290.41,1,0.393,0.393,0.3,0
1.2512,2.9321e+05,0.66658,284.92,1.8025,0,1.0431e+05,0.086509,290.42,1,0.396,0.396,0.3,0
1.2512,2.9321e+05,0.66653,284.91,1.8285,0,1.0431e+05,0.086634,290.42,1,0.399,0.399,0.3,0
1.2512,2.9322e+05,0.66648,284.9,1.8549,0,1.0431e+05,0.08676,290.42,1,0.402,0.402,0.3,0
1.2513,2.9323e+05,0.66643,284.88,1.8815,0,1.0432e+05,0.086888,290.43,1,0.405,0.405,0.3,0
1.2513,2.9324e+05,0.66638,284.87,1.9086,0,1.0432e+05,0.087017,290.43,1,0.408,0.408,0.3,0
1.2514,2.9324e+05,0.66633,284.86,1.936,0,1.0433e+05,0.087148,290.43,1,0.411,0.411,0.3,0
1.2514,2.9325e+05,0.66628,284.85,1.9639,0,1.0433e+05,0.087281,290.44,1,0.414,0.414,0.3,0
1.2514,2.9326e+05,0.66622,284.84,1.992,0,1.0434e+05,0.087415,290.44,1,0.417,0.417,0.3,0
1.2515,2.9327e+05,0.66617,284.83,2.0206,0,1.0434e+05,0.087551,290.45,1,0.42,0.42,0.3,0
1.2515,2.9328e+05,0.66612,284.82,2.0495,0,1.0435e+05,0.087687,290.45,1,0.423,0.423,0.3,0
1.2516,2.9329e+05,0.66606,284.8,2.0789,0,1.0435e+05,0.087827,290.45,1,0.426,0.426,0.3,0
1.2516,2.9329e+05,0.66601,284.79,2.1085,0,1.0436e+05,0.087967,290.46,1,0.429,0.429,0.3,0
1.2517,2.933e+05,0.66595,284.78,2.1388,0,1.0436e+05,0.088109,290.46,1,0.432,0.432,0.3,0
1.2517,2.9331e+05,0.6659,284.77,2.1692,0,1.0437e+05,0.088252,290.46,1,0.435,0.435,0.3,0
1.2517,2.9332e+05,0.66584,284.75,2.2004,0,1.0437e+05,0.088398,290.47,1,0.438,0.438,0.3,0
1.2518,2.9333e+05,0.66578,284.74,2.2316,0,1.0438e+05,0.088544,290.47,1,0.441,0.441,0.3,0
1.2518,2.9334e+05,0.66573,284.73,2.2637,0,1.0438e+05,0.088694,290.48,1,0.444,0.444,0.3,0
1.2519,2.9335e+05,0.66567,284.72,2.2957,0,1.0439e+05,0.088843,290.48,1,0.447,0.447,0.3,0
1.2519,2.9336e+05,0.66561,284.7,2.3287,0,1.0439e+05,0.088996,290.48,1,0.45,0.45,0.3,0
1.252,2.9336e+05,0.66555,284.69,2.3617,0,1.044e+05,0.089149,290.49,1,0.453,0.453,0.3,0
1.252,2.9337e+05,0.66549,284.67,2.3955,0,1.044e+05,0.089304,290.49,1,0.456,0.456,0.3,0
1.2521,2.9338e+05,0.66543,284.66,2.4295,0,1.0441e+05,0.089461,290.5,1,0.459,0.459,0.3,0
1.2521,2.9339e+05,0.66537,284.65,2.4643,0,1.0441e+05,0.08962,290.5,1,0.462,0.462,0.3,0
1.2521,2.934e+05,0.6653,284.63,2.4993,0,1.0442e+05,0.08978,290.51,1,0.465,0.465,0.3,0
1.2522,2.9341e+05,0.66524,284.62,2.535,0,1.0443e+05,0.089942,290.51,1,0.468,0.468,0.3,0
1.2522,2.9342e+05,0.66518,284.61,2.571,0,1.0443e+05,0.090106,290.52,1,0.471,0.471,0.3,0
1.2523,2.9343e+05,0.66511,284.59,2.6077,0,1.0444e+05,0.090272,290.52,1,0.474,0.474,0.3,0
1.2523,2.9344e+05,0.66505,284.58,2.6447,0,1.0444e+05,0.090439,290.52,1,0.477,0.477,0.3,0
1.2524,2.9345e+05,0.66498,284.56,2.6824,0,1.0445e+05,0.090608,290.53,1,0.48,0.48,0.3,0
1.2524,2.9346e+05,0.66492,284.55,2.7206,0,1.0445e+05,0.090779,290.53,1,0.483,0.483,0.3,0
1.2525,2.9347e+05,0.66485,284.53,2.7593,0,1.0446e+05,0.090951,290.54,1,0.486,0.486,0.3,0
1.2525,2.9348e+05,0.66478,284.52,2.7986,0,1.0447e+05,0.091126,290.54,1,0.489,0.489,0.3,0
1.2526,2.9349e+05,0.66471,284.5,2.8384,0,1.0447e+05,0.091302,290.55,1,0.492,0.492,0.3,0
1.2527,2.935e+05,0.66464,284.48,2.8789,0,1.0448e+05,0.09148,290.55,1,0.495,0.495,0.3,0
1.2527,2.9351e+05,0.66457,284.47,2.9198,0,1.0448e+05,0.091659,290.56,1,0.498,0.498,0.3,0
1.2528,2.9353e+05,0.6645,284.45,2.9615,0,1.0449e+05,0.091841,290.56,1,0.501,0.501,0.3,0
1.2528,2.9354e+05,0.66443,284.44,3.0036,0,1.045e+05,0.092024,290.57,1,0.504,0.504,0.3,0
1.2529,2.9355e+05,0.66436,284.42,3.0465,0,1.045e+05,0.09221,290.57,1,0.507,0.507,0.3,0
1.2529,2.9356e+05,0.66429,284.4,3.0897,0,1.0451e+05,0.092396,290.58,1,0.51,0.51,0.3,0
1.253,2.9357e+05,0.66421,284.39,3.134,0,1.0452e+05,0.092585,290.58,1,0.513,0.513,0.3,0
1.253,2.9358e+05,0.66414,284.37,3.1784,0,1.0452e+05,0.092775,290.59,1,0.516,0.516,0.3,0
1.2531,2.9359e+05,0.66406,284.35,3.224,0,1.0453e+05,0.092968,290.59,1,0.519,0.519,0.3,0
1.2532,2.936e+05,0.66399,284.34,3.2697,0,1.0454e+05,0.093161,290.6,1,0.522,0.522,0.3,0
1.2532,2.9362e+05,0.66391,284.32,3.3167,0,1.0454e+05,0.093358,290.61,1,0.525,0.525,0.3,0
1.2533,2.9363e+05,0.66384,284.3,3.3637,0,1.0455e+05,0.093555,290.61,1,0.528,0.528,0.3,0
1.2533,2.9364e+05,0.66376,284.28,3.4121,0,1.0456e+05,0.093755,290.62,1,0.531,0.531,0.3,0
1.2534,2.9365e+05,0.66368,284.27,3.4605,0,1.0456e+05,0.093956,290.62,1,0.534,0.534,0.3,0
1.2535,2.9366e+05,0.6636,284.25,3.5103,0,1.0457e+05,0.09416,290.63,1,0.537,0.537,0.3,0
1.2535,2.9368e+05,0.66352,284.23,3.5602,0,1.0458e+05,0.094364,290.63,1,0.54,0.54,0.3,0
1.2536,2.9369e+05,0.66344,284.21,3.6115,0,1.0459e+05,0.094571,290.64,1,0.543,0.543,0.3,0
1.2536,2.937e+05,0.66336,284.19,3.6629,0,1.0459e+05,0.094779,290.64,1,0.546,0.546,0.3,0
1.2537,2.9371e+05,0.66328,284.17,3.7156,0,1.046e+05,0.09499,290.65,1,0.549,0.549,0.3,0
1.2538,2.9373e+05,0.66319,284.16,3.7686,0,1.0461e+05,0.095202,290.66,1,0.552,0.552,0.3,0
1.2538,2.9374e+05,0.66311,284.14,3.8229,0,1.0462e+05,0.095416,290.66,1,0.555,0.555,0.3,0
1.2539,2.9375e+05,0.66303,284.12,3.8776,0,1.0462e+05,0.095631,290.67,1,0.558,0.558,0.3,0
1.254,2.9376e+05,0.66294,284.1,3.9334,0,1.0463e+05,0.095849,290.67,1,0.561,0.561,0.3,0
1.254,2.9378e+05,0.66286,284.08,3.9897,0,1.0464e+05,0.096067,290.68,1,0.564,0.564,0.3,0
1.2541,2.9379e+05,0.66277,284.06,4.0472,0,1.0465e+05,0.096288,290.69,1,0.567,0.567,0.3,0
1.2542,2.938e+05,0.66269,284.04,4.1053,0,1.0465e+05,0.096511,290.69,1,0.57,0.57,0.3,0
1.2542,2.9382e+05,0.6626,284.02,4.1644,0,1.0466e+05,0.096735,290.7,1,0.573,0.573,0.3,0
1.2543,2.9383e+05,0.66251,284,4.2243,0,1.0467e+05,0.09696,290.7,1,0.576,0.576,0.3,0
1.2544,2.9384e+05,0.66242,283.98,4.2852,0,1.0468e+05,0.097188,290.71,1,0.579,0.579,0.3,0
1.2544,2.9386e+05,0.66233,283.96,4.347,0,1.0468e+05,0.097417,290.72,1,0.582,0.582,0.3,0
1.2545,2.9387e+05,0.66224,283.94,4.4096,0,1.0469e+05,0.097647,290.72,1,0.585,0.585,0.3,0
1.2546,2.9389e+05,0.66215,283.92,4.4734,0,1.047e+05,0.097879,290.73,1,0.588,0.588,0.3,0
1.2546,2.939e+05,0.66206,283.89,4.5378,0,1.0471e+05,0.098113,290.74,1,0.591,0.591,0.3,0
1.2547,2.9391e+05,0.66197,283.87,4.6037,0,1.0472e+05,0.098348,290.74,1,0.594,0.594,0.3,0
1.2548,2.9393e+05,0.66188,283.85,4.67,0,1.0473e+05,0.098584,290.75,1,0.597,0.597,0.3,0
1.2548,2.9394e+05,0.66178,283.83,4.7379,0,1.0473e+05,0.098823,290.76,1,0.6,0.6,0.3,0
1.2549,2.9396e+05,0.66169,283.81,4.8062,0,1.0474e+05,0.099062,290.76,1,0.603,0.603,0.3,0
1.255,2.9397e+05,0.6616,283.79,4.8762,0,1.0475e+05,0.099303,290.77,1,0.606,0.606,0.3,0
1.2551,2.9399e+05,0.6615,283.76,4.9465,0,1.0476e+05,0.099545,290.78,1,0.609,0.609,0.3,0
1.2551,2.94e+05,0.66141,283.74,5.0188,0,1.0477e+05,0.099789,290.78,1,0.612,0.612,0.3,0
1.2552,2.9401e+05,0.66131,283.72,5.0912,0,1.0478e+05,0.10003,290.79,1,0.615,0.615,0.3,0
1.2553,2.9403e+05,0.66122,283.7,5.1658,0,1.0478e+05,0.10028,290.8,1,0.618,0.618,0.3,0
1.2553,2.9404e+05,0.66112,283.67,5.2405,0,1.0479e+05,0.10053,290.8,1,0.621,0.621,0.3,0
1.2554,2.9406e+05,0.66102,283.65,5.3174,0,1.048e+05,0.10078,290.81,1,0.624,0.624,0.3,0
1.2555,2.9407e+05,0.66093,283.63,5.3944,0,1.0481e+05,0.10102,290.82,1,0.627,0.627,0.3,0
1.2556,2.9409e+05,0.66083,283.6,5.4736,0,1.0482e+05,0.10127,290.82,1,0.63,0.63,0.3,0
1.2556,2.941e+05,0.66073,283.58,5.5531,0,1.0483e+05,0.10153,290.83,1,0.633,0.633,0.3,0
1.2557,2.9412e+05,0.66063,283.56,5.6347,0,1.0484e+05,0.10178,290.84,1,0.636,0.636,0.3,0
1.2558,2.9413e+05,0.66054,283.53,5.7168,0,1.0485e+05,0.10203,290.84,1,0.639,0.639,0.3,0
1.2559,2.9415e+05,0.66044,283.51,5.8008,0,1.0485e+05,0.10228,290.85,1,0.642,0.642,0.3,0
1.2559,2.9416e+05,0.66034,283.49,5.8856,0,1.0486e+05,0.10254,290.86,1,0.645,0.645,0.3,0
1.256,2.9418e+05,0.66024,283.46,5.9721,0,1.0487e+05,0.10279,290.87,1,0.648,0.648,0.3,0
1.2561,2.9419e+05,0.66014,283.44,6.0596,0,1.0488e+05,0.10305,290.87,1,0.651,0.651,0.3,0
1.2562,2.9421e+05,0.66004,283.41,6.1488,0,1.0489e+05,0.1033,290.88,1,0.654,0.654,0.3,0
1.2562,2.9423e+05,0.65994,283.39,6.2391,0,1.049e+05,0.10356,290.89,1,0.657,0.657,0.3,0
1.2563,2.9424e+05,0.65984,283.37,6.3309,0,1.0491e+05,0.10382,290.89,1,0.66,0.66,0.3,0
1.2564,2.9426e+05,0.65974,283.34,6.4242,0,1.0492e+05,0.10407,290.9,1,0.663,0.663,0.3,0
1.2565,2.9427e+05,0.65964,283.32,6.5188,0,1.0493e+05,0.10433,290.91,1,0.666,0.666,0.3,0
1.2566,2.9429e+05,0.65954,283.29,6.6151,0,1.0493e+05,0.10459,290.91,1,0.669,0.669,0.3,0
1.2566,2.943e+05,0.65944,283.27,6.7126,0,1.0494e+05,0.10484,290.92,1,0.672,0.672,0.3,0
